Identity;RemoteHostName;BatchName;FinalSyncTimestamp;LargeItemsEncountered;TotalMailboxItemCount;TotalMailboxSize;TotalPrimaryItemCount;TotalPrimarySize;TotalArchiveItemCount;TotalArchiveSize;ItemsTransferred;BytesTransferred;ArchiveItemsTransferred;ArchiveBytesTransferred;ShardItemsTransferred;ShardBytesTransferred;SyncedItemCount;OverallDuration;TotalFailedDuration;TotalInProgressDuration;TotalQueuedDuration;TotalSuspendedDuration;TotalTransientFailureDuration;TotalStalledDueToContentIndexingDuration;TotalStalledDueToMailboxLockedDuration;TotalStalledDueToMdbReplicationDuration;TotalStalledDueToReadCpu;TotalStalledDueToReadThrottle;TotalStalledDueToReadUnknown;TotalStalledDueToWriteCpu;TotalStalledDueToWriteThrottle;TotalStalledDueToWriteUnknown
User-756;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:47;0;2987;214,42;2983;214,4;4;0,02;3071;240,63;4;0,06;83;1,98;0;472,4;0;315,8;0;111;0;0;0;0;0;0;0;0;0;0
User-757;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:45;0;5060;2750,93;5057;2750,91;3;0,01;9517;3064,79;9;0,09;3042;35,07;0;586,2;0;119,8;1;479,2;0;0;0;0;0;0;0;0;0;0
User-758;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:48;0;124289;37802,07;40078;14031,4;84211;23770,67;128014;39049,22;84114;24195,54;1604;182,94;0;509,4;0;201,8;0;306,4;1;0;0;0;0;0;0;3;5;0
User-759;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:48;0;37787;4480,65;37784;4480,64;3;0,01;39904;4833;7;0,08;1301;70,11;0;347;0;85;0;205,8;0;0;0;0;0;0;0;0;0;0
User-760;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:07;0;4143;249,94;4140;249,92;3;0,01;4586;314,18;4;0,06;426;26,09;0;84;0;20;0;122,4;0;0;0;0;0;0;0;0;0;0
User-761;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:08;0;170;22,94;167;22,93;3;0,01;245;25,13;8;0,09;62;1,11;0;318,6;0;88,2;0;286,8;0;0;0;0;0;0;0;0;0;0
User-762;owa.psdaych.re;EXOMigration_EMEA_W42_SR_Elisabeth_S_20241019050234;10/22/2021 8:31:56 AM;0;126976;7857,15;108616;7093,41;18360;763,74;142712;9814,73;19902;996,7;13282;1005,56;0;167;0;69,8;0;76,2;20;0;0;0;0;0;0;0;0;0
User-763;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:14;0;2218;188,96;2215;188,95;3;0,02;2333;215,98;7;0,09;85;1,31;0;402,6;0;1255;0;349,4;0;0;0;0;0;0;0;0;0;0
User-764;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:49;0;25100;3146,7;25097;3146,68;3;0,02;28585;3494,59;3;0,05;1559;51,29;0;646,8;0;464;0;209,2;0;0;0;0;0;0;0;0;0;0
User-765;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:52;0;163;17,41;160;17,4;3;0,01;277;20,37;7;0,08;103;1,86;0;326,2;0;97,2;0;283,8;0;0;0;0;0;0;0;0;0;0
User-766;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:51;0;152;13,37;149;13,35;3;0,01;360;23,01;6;0,07;192;8,61;0;344,2;0;81,6;0;254;0;0;0;0;0;0;0;0;0;0
User-767;ews-apac.psdaych.re;EXOMigration_APAC_W43_D4_20241025093414;11/10/2021 19:03;0;505;419,78;502;419,77;3;0,01;711;451,4;7;0,08;95;1,65;0;928,2;0;266,2;0;589,8;0;0;0;0;0;0;0;0;0;0
User-768;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:45;0;156835;13136,18;156832;13136,16;3;0,01;167435;15099,5;8;0,1;8611;996,22;0;585,2;0;167,2;3;424,6;0;0;0;0;0;0;0;2;0;0
User-769;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:39;0;34764;9021,58;34761;9021,57;3;0,01;56296;11455,47;9;0,09;21078;2026,35;0;902,6;0;298;1;473,2;0;0;0;0;0;0;0;3;1;0
User-770;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;27030;4112,41;27027;4112,39;3;0,01;27858;4316,41;5;0,07;585;13,5;0;423;0;150;0;226,4;0;0;0;0;0;0;0;0;0;0
User-771;owa.psdaych.re;EXOMigration_EMEA_W41_D3_20241011071447;10/14/2021 8:34:20 PM;0;3497;254,38;3493;254,36;4;0,02;3926;302,36;5;0,07;401;20,52;0;190,4;0;117,2;0;99,6;0;0;0;0;0;0;0;0;0;0
User-772;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:36;0;143606;31355,37;24733;12073,89;118873;19281,48;146770;33023,16;118743;20395,23;1508;111,29;0;324,4;0;172;1;205,8;0;0;0;0;0;0;0;0;3;0
User-773;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:15;0;164209;22901,28;10657;1866,15;153552;21035,13;199159;26960,11;153387;21860,18;34126;3052,73;0;394,8;0;189,2;1;219;0;0;0;0;0;0;0;0;0;0
User-774;ews-apac.psdaych.re;EXOMigration_APAC_W43_D1_20241025021145;11/14/2021 5:48:59 PM;0;205135;46830,12;67636;20199,87;137499;26630,25;216387;51652,09;137253;27543,18;7289;1353,88;0;1205;0;668;0;362,4;2;0;0;0;0;0;0;0;75;0
User-775;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;378;46,78;376;46,77;2;0,01;420;49,05;6;0,06;30;0,54;0;390,2;0;92,2;0;309,8;0;0;0;0;0;0;0;0;0;0
User-776;ews-apac.psdaych.re;EXOMigration_APAC_W42_D2_20241018123312;10/21/2021 7:49:27 PM;0;11351;2183,89;11348;2183,88;3;0,01;14012;2537,84;7;0,07;2283;248,22;0;197,4;0;1110;1;182;0;0;0;0;0;0;0;0;0;0
User-777;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:38;0;29233;7820,71;29229;7820,7;4;0,01;32085;8165,03;8;0,09;2403;145,94;0;311,4;0;178,8;2;189;0;0;0;0;0;0;0;0;0;0
User-778;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:18;0;49;6,71;47;6,7;2;0,01;81;7,33;4;0,04;24;0,32;0;377,2;0;129,6;0;201;0;0;0;0;0;0;0;0;0;0
User-779;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:46;0;14258;1616,53;14255;1616,51;3;0,02;18279;2150,17;7;0,1;2192;120,12;0;585,2;0;174,6;3;406,6;0;0;0;0;0;0;0;0;0;0
User-780;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:44;0;619;64,77;615;64,74;4;0,02;836;73,25;8;0,09;195;5,85;0;509,6;0;124,2;0;384,4;0;0;0;0;0;0;0;0;0;0
User-781;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;2053;179,97;2049;179,96;4;0,02;3150;223,85;5;0,06;792;24,18;0;463;0;230;1;244,8;0;0;0;0;0;0;0;0;0;0
User-782;owa.psdaych.re;EXOMigration_EMEA_W45_D4_1_20241105102710;11/15/2021 12:45:58 AM;0;5420;1519,28;5417;1519,27;3;0,01;10484;2049,81;10;0,1;4414;421,14;0;523;0;93,6;0;449,8;0;0;0;0;0;0;0;0;0;0
User-783;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:12;0;127787;12155,92;127780;12155,86;7;0,06;141091;16809,94;13;0,16;12846;3807,15;0;382,8;0;114,4;1;307,8;0;0;0;0;0;0;0;0;1;0
User-784;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:03;0;45369;9396,61;45365;9396,6;4;0,02;47060;9785,69;6;0,07;1245;30,39;0;343,4;0;167,6;0;226,6;0;0;0;0;0;0;0;0;0;0
User-785;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:44;0;22248;10391,47;22245;10391,46;3;0,01;24040;10821,41;8;0,08;1604;215,96;0;845,2;0;274,6;1;481,6;0;0;0;0;0;0;0;0;2;0
User-786;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:39;0;3864;1349,23;3861;1349,22;3;0,01;5266;1500,36;7;0,08;1331;80,38;0;325,4;0;87,8;1;296;0;0;0;0;0;0;0;0;0;0
User-787;owa.psdaych.re;EXOMigration_EMEA_W45_D4_1_20241105102710;11/15/2021 12:44:13 AM;0;3304;1269,31;3301;1269,3;3;0,01;5605;1393,81;7;0,08;1573;35,56;0;549,2;0;204;0;404,6;0;0;0;0;0;0;0;0;0;0
User-788;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:39;0;16197;8911,3;16162;8865,89;35;45,41;22423;9583,06;42;45,68;4207;229,44;0;900,2;0;352,4;0;509,8;0;0;0;0;0;0;0;0;9;0
User-789;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:18;0;71;10,17;69;10,16;2;0,01;101;10,89;3;0,04;24;0,32;0;376,2;0;197,8;0;237,8;0;0;0;0;0;0;0;0;0;0
User-790;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:38;0;13652;1675,9;13649;1675,89;3;0,01;14800;2056,63;5;0,06;957;262,36;0;615,4;0;486;0;187,8;0;0;0;0;0;0;0;0;0;0
User-791;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;73;10,57;71;10,56;2;0,01;104;11,31;5;0,05;23;0,32;0;461;0;94,6;1;318,8;0;0;0;0;0;0;0;0;0;0
User-792;owa.psdaych.re;EXOMigration_EMEA_W43_W42_woFR_D1_D2_D3_D4_EXCL_20241025011110;11/10/2021 19:51;0;659;88,08;656;88,05;3;0,02;1070;138,08;9;0,11;4;0,08;0;995,2;0;406;0;647,6;0;0;0;0;0;0;0;0;0;0
User-793;owa.psdaych.re;EXOMigration_EMEA_W43_W42_woFR_D1_D2_D3_D4_EXCL_20241025011110;11/10/2021 19:50;0;1799;109,36;1796;109,34;3;0,02;1831;119,46;8;0,11;17;0,13;0;490,2;0;126,2;0;421,4;0;0;0;0;0;0;0;0;0;0
User-794;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:15;0;74;10,64;72;10,63;2;0,01;102;11,37;4;0,04;21;0,31;0;389,2;0;182,6;0;205,6;0;0;0;0;0;0;0;0;0;0
User-795;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:39;0;18055;5712,04;7120;2238,4;10935;3473,64;19188;5896,52;10917;3556,14;575;7,89;0;326,4;0;108,2;1;275,6;0;0;0;0;0;0;0;0;0;0
User-796;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:15;0;2011;351,59;2008;351,58;3;0,01;2279;410,09;6;0,07;175;3,84;0;373;0;201,4;0;226;0;0;0;0;0;0;0;0;3;0
User-797;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:15;0;21721;2793,54;21717;2793,53;4;0,02;22416;3018,98;8;0,09;643;29,35;0;402,4;0;98,8;0;257;0;0;0;0;0;0;0;0;0;0
User-798;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:12;0;105706;11679,45;105702;11679,43;4;0,02;124749;13956,38;8;0,1;18585;1522,37;0;371;0;100,8;0;274;10;0;0;0;0;0;0;0;0;0
User-799;owa.psdaych.re;EXOMigration_EMEA_W42_D1_FR_20241017113605;10/21/2021 8:25:46 PM;0;634929;11129,58;634924;11129,55;5;0,03;654835;15937,13;8;0,11;18591;2092,68;649877;247;0;719;0;232,8;0;0;0;0;0;0;0;4;2;0
User-800;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:43;0;771;70,37;768;70,36;3;0,01;987;79,09;7;0,08;183;5,24;0;583,2;0;168;3;425;0;0;0;0;0;0;0;0;0;0
User-801;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:15;0;320;26,23;317;26,22;3;0,01;443;32,33;5;0,06;106;4,78;0;418,6;0;162,2;0;209,8;0;0;0;0;0;0;0;0;0;0
User-802;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:46;0;311;36,73;308;36,71;3;0,01;521;45,19;6;0,07;200;7,06;0;1044,2;0;759,2;2;340,4;0;0;0;0;0;0;0;0;0;0
User-803;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:44;0;1704;283,34;1700;283,32;4;0,01;3094;374,85;7;0,08;1238;62,83;0;583,2;0;189,2;3;403,8;0;0;0;0;0;0;0;0;0;0
User-804;owa.psdaych.re;EXOMigration_EMEA_W42_D2_FR_20241017115309;10/19/2021 8:07:04 PM;0;64251;3122,63;3517;466,41;60734;2656,22;113248;6511,52;60735;3074,09;48941;2911,45;112808;81;0;135;0;123,2;0;0;0;0;0;0;0;0;0;0
User-805;owa.psdaych.re;EXOMigration_EMEA_W41_D3_20241011071447;10/14/2021 8:33:06 PM;0;7248;730,18;7244;730,17;4;0,01;8447;837,99;6;0,07;549;23,57;0;170,2;0;1306;0;119,4;0;0;0;0;0;0;0;0;5;0
User-806;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:43;0;79360;24225,36;44255;16210,39;35105;8014,97;83500;25272,36;34741;8120,85;2653;181,13;0;1019,8;0;482,2;0;456;233;0;0;0;0;0;0;0;46;0
User-807;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:05;0;296;33,33;293;33,32;3;0,01;387;35,76;4;0,06;83;0,81;0;242,8;0;876;0;151,8;0;0;0;0;0;0;0;0;0;0
User-808;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:14;0;46741;2770,56;46738;2770,55;3;0,01;46927;3075;8;0,1;159;3,18;0;386,4;0;72;0;306,4;0;0;0;0;0;0;0;0;0;0
User-809;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:13;0;574;75,92;570;75,9;4;0,02;726;80,72;7;0,08;141;1,89;0;324,2;0;128,6;0;194,6;0;0;0;0;0;0;0;0;0;0
User-810;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:53;0;1480;121,22;1476;121,19;4;0,02;1720;146,7;8;0,09;222;11,54;0;320,6;0;97,8;0;263,8;0;0;0;0;0;0;0;0;0;0
User-811;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:43;0;921;98,43;919;98,42;2;0,01;1075;117,46;7;0,06;139;11,55;0;582,2;0;227,4;3;364,6;0;0;0;0;0;0;0;0;0;0
User-812;owa.psdaych.re;EXOMigration_EMEA_W46_SR1_20241111121149;11/15/2021 2:15:48 AM;0;2013;275,77;2008;275,76;5;0,02;2068;288,45;7;0,08;47;0,43;0;298,6;0;917;0;226;0;0;0;0;0;0;0;0;0;0
User-813;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:02;0;59211;17513,22;59208;17513,21;3;0,01;66774;18715,18;5;0,06;7048;601,54;0;342,4;0;125,2;0;217;0;0;0;0;0;0;0;0;0;0
User-814;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:47;0;531;59,59;529;59,58;2;0,01;561;65,33;5;0,07;18;0,29;0;513;0;199,2;0;310,8;0;0;0;0;0;0;0;0;0;0
User-815;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:08;0;173;23,01;170;23;3;0,01;277;25,54;8;0,09;91;1,43;0;346,6;0;1291;0;261,8;53;0;0;0;0;0;0;0;0;0
User-816;ews-apac.psdaych.re;EXOMigration_APAC_W42_D2_20241018123312;10/21/2021 7:47:59 PM;0;2591;442,4;2587;442,37;4;0,03;3200;501,51;5;0,07;550;28,99;0;213,4;0;69,4;0;99;0;0;0;0;0;0;0;0;0;0
User-817;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:35;0;2314;393,78;2311;393,77;3;0,01;5039;519,97;8;0,09;2414;82,77;0;348,8;0;104,6;0;301,6;0;0;0;0;0;0;0;0;1;0
User-818;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:44;0;169361;21870,05;34705;4863,45;134656;17006,6;200125;38697,27;134463;17783,29;28866;15561,04;0;501,4;0;153,6;0;405,2;0;0;0;0;0;0;0;0;1;0
User-819;owa.psdaych.re;EXOMigration_EMEA_W44_D1_2_20241102072748;11/08/2021 00:09;0;6934;2737,84;6931;2737,83;3;0,01;7781;2983,33;5;0,07;604;77,76;0;335,4;0;218;0;129,2;0;0;0;0;0;0;0;0;0;0
User-820;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:18;0;121171;15745,66;121167;15745,64;4;0,02;133923;18293,85;6;0,08;10184;1101,74;0;422,4;0;177,6;0;238,6;0;0;0;0;0;0;5;0;12;0
User-821;owa.psdaych.re;EXOMigration_EMEA_W44_SR1_20241103043847;11/04/2021 20:06;0;100263;14250,72;40119;4160,46;60144;10090,26;104496;15491;60160;10441,21;4016;648,93;104173;86,8;0;324;0;1320;0;0;0;0;0;0;0;0;0;0
User-822;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:12;0;746;69,4;743;69,39;3;0,01;920;81,4;8;0,08;161;7,26;0;323,6;0;76;0;253,4;0;0;0;0;0;0;0;0;0;0
User-823;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:53;0;76298;10792,8;76295;10792,79;3;0,01;79862;11359,8;11;0,11;1737;46,76;0;881,8;0;329;0;527,8;787;0;0;0;0;0;0;0;8;0
User-824;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:44;0;50413;13422,99;50410;13422,97;3;0,01;70446;15308,13;8;0,08;19080;1407,57;0;1003,4;0;309,6;2;347,4;3;0;0;0;0;0;0;0;7;0
User-825;owa.psdaych.re;EXOMigration_EMEA_W45_D4_1_20241105102710;11/15/2021 12:43:43 AM;0;241;31,63;241;31,63;0;0;262;33,06;0;0;17;0,18;0;497,2;0;96,4;0;459,2;0;0;0;0;0;0;0;0;0;0
User-826;owa.psdaych.re;EXOMigration_EMEA_W44_D1_2_20241102072748;11/08/2021 00:09;0;5026;1034,31;5022;1034,3;4;0,01;5632;1217,13;7;0,09;535;119,42;0;334,4;0;130;0;217,2;0;0;0;0;0;0;0;0;0;0
User-827;ews-apac.psdaych.re;EXOMigration_APAC_W43_D4_20241025093414;11/10/2021 19:02;0;3635;2378,57;3630;2378,55;5;0,03;4510;2458,72;9;0,09;774;8,12;0;960;0;437,2;2;375,2;0;0;0;0;0;0;0;3;3;0
User-828;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:46;0;73364;12995,8;73359;12995,7;5;0,1;80298;14176,28;8;0,16;6172;540,97;0;893,2;0;418,4;0;274,4;7;0;0;0;0;0;0;0;839;0
User-829;ews-apac.psdaych.re;EXOMigration_APAC_W43_D4_20241025093414;11/10/2021 19:01;0;2532;1581,04;2528;1581,01;4;0,02;2864;1633,05;12;0,13;262;7,83;0;960;0;333,2;2;629,6;1;0;0;0;0;0;0;0;0;0
User-830;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:45;0;31574;4800,63;31570;4800,62;4;0,01;32997;5586,94;10;0,1;795;23,4;0;1004,4;0;264,8;3;514,2;0;0;0;0;0;0;0;0;4;0
User-831;ews-apac.psdaych.re;EXOMigration_APAC_W41_W40_DIFF_20241007092250;10/19/2021 4:53:01 PM;0;180431;52416,51;33967;11454,53;146464;40961,98;192138;54887,13;146811;42123,88;9252;710,91;0;703,4;0;442,6;0;259,4;48;0;0;0;0;0;32;0;158;0
User-832;ews-apac.psdaych.re;EXOMigration_APAC_W43_D1_20241025021145;11/14/2021 5:37:38 PM;0;97969;9287,44;97965;9287,42;4;0,03;114259;12323,51;10;0,12;14446;2348,48;0;1216;0;537,6;0;565;3;0;0;0;5;0;0;0;2;0
User-833;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:05;0;5531;1589,28;5528;1589,27;3;0,01;6458;1664,66;5;0,07;819;26,22;0;343,4;0;126;0;210,2;0;0;0;0;0;0;0;0;0;0
User-834;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:03;0;1541;144,45;1538;144,44;3;0,01;1913;169,05;4;0,06;367;10,14;0;341,4;0;123,8;0;226,4;9;0;0;0;0;0;0;0;0;0
User-835;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:03;0;195;24,48;192;24,46;3;0,01;749;44,3;6;0,07;547;18,84;0;341,4;0;107,4;0;284,8;0;0;0;0;0;0;0;0;0;0
User-836;owa.psdaych.re;EXOMigration_EMEA_W43_W42_G-accounts_D1_D2_20241022072349;10/26/2021 10:00:27 PM;0;26402;1074,95;24196;825,91;2206;249,05;26508;1237,73;2210;262,76;79;0,6;0;273,2;0;1244;0;230;0;0;0;0;0;0;0;0;0;0
User-837;owa.psdaych.re;EXOMigration_EMEA_W43_W42_G-accounts_D3_2_20241026035225;10/27/2021 9:34:33 PM;0;25310;229,68;25305;229,67;5;0,01;25967;334,68;7;0,07;73;0,49;25342;107,2;0;21;0;126,6;0;0;0;0;0;0;0;0;0;0
User-838;owa.psdaych.re;EXOMigration_EMEA_W43_W42_EMEA_D4_G-accounts_1_20241026043350;10/27/2021 9:35:38 PM;0;8687;1696,21;8684;1696,2;3;0,01;8720;1760,02;4;0,06;30;0,29;8705;77,8;0;41;0;119,8;0;0;0;0;0;0;0;0;0;0
User-839;owa.psdaych.re;EXOMigration_EMEA_W43_W42_G-accounts_D1_D2_20241022072349;10/26/2021 9:59:28 PM;0;1282;43,06;1279;43,05;3;0,02;2360;82,39;6;0,08;15;0,22;0;272,2;0;77,6;0;148;0;0;0;0;0;0;0;0;0;0
User-840;ews-apac.psdaych.re;EXOMigration_APAC_W41_W40_EXCL20211007071907;10/18/2021 5:36:26 PM;0;46991;3137,47;608;51,13;46383;3086,34;47837;3416,93;47167;3357,48;6;0,1;0;623,2;0;265,2;0;410,4;0;0;0;0;0;0;5;0;0;0
User-841;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:24;0;121644;22259,57;14144;4121,02;107500;18138,55;122603;23369,28;107411;18894,77;33;0,21;0;396,8;0;153,4;0;194,8;0;0;0;0;0;0;0;0;1;0
User-842;owa.psdaych.re;EXOMigration_EMEA_W42_D1_FR_20241017113605;10/21/2021 8:25:12 PM;0;418256;19674,09;397783;19331,95;20473;342,14;423817;22597,66;20475;448,8;4532;150,96;0;238;0;63;0;173;0;0;0;0;0;0;0;0;1;0
User-843;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:38;0;14024;1917,21;14021;1917,19;3;0,01;21318;3028,98;8;0,09;6919;636,87;0;325,4;0;1395;1;308,4;0;0;0;0;0;0;0;0;0;0
User-844;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:46;0;74846;8229,21;74844;8229,21;2;0,01;75994;8771,71;5;0,09;503;11,83;0;587,2;0;223,2;1;352,6;1;0;0;0;0;0;0;3;2;0
User-845;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:19;0;76;10,82;74;10,81;2;0,01;99;11,4;3;0,04;17;0,16;0;464;0;148,2;1;269,2;0;0;0;0;0;0;0;0;0;0
User-846;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;70;10,18;68;10,17;2;0,01;92;10,74;5;0,05;14;0,15;0;418,6;0;1375;0;363,2;0;0;0;0;0;0;0;0;0;0
User-847;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;118092;15322,97;118088;15322,96;4;0,01;122017;16970,14;7;0,09;3346;667,91;0;391;0;77;0;313;0;0;0;0;0;0;0;0;1;0
User-848;owa.psdaych.re;EXOMigration_EMEA_W45_SR_IWC_20241104062803;11/09/2021 19:53;0;174945;23911,99;70256;10112,54;104689;13799,45;179483;26013,67;104680;14382,68;2964;714,1;0;321,6;0;95;0;222,4;0;0;0;0;0;0;0;2;14;0
User-849;owa.psdaych.re;EXOMigration_EMEA_W42_D1_FR_20241017113605;10/21/2021 8:22:17 PM;0;80334;3849,96;80330;3849,94;4;0,02;81296;4286,77;6;0,08;756;9,83;0;232;0;1352;0;139,2;0;0;0;0;0;0;0;0;1;0
User-850;owa.psdaych.re;EXOMigration_EMEA_W42_D1_FR_20241017113605;10/21/2021 8:23:53 PM;0;26805;8540,31;26799;8539,07;6;1,24;28726;8935,51;7;1,31;1707;107,05;0;233;0;1439;0;172;0;0;0;0;0;0;0;0;0;0
User-851;owa.psdaych.re;EXOMigration_EMEA_W41_D3_20241011071447;10/14/2021 8:33:23 PM;0;44189;3758,19;44137;3755,85;52;2,34;44622;4104,81;53;3,52;423;15,06;44527;189,6;0;135;0;171,2;0;0;0;0;0;0;0;0;1;0
User-852;owa.psdaych.re;EXOMigration_EMEA_W45_D4_1_20241105102710;11/15/2021 12:44:41 AM;0;2427;191,53;2420;189,43;7;2,1;2696;220,13;13;2,21;212;4,94;0;502,6;0;91;0;459;11;0;0;0;0;0;0;0;0;0
User-853;owa.psdaych.re;EXOMigration_EMEA_W44_D2_2_G-acc_20241102123208;11/04/2021 19:57;0;15880;734,18;15868;734,15;12;0,03;16154;859,94;13;0,09;73;0,48;0;143,4;0;82,2;0;119,6;0;0;0;0;0;0;0;0;0;0
User-854;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:02;0;124292;10223,61;54236;5583,35;70056;4640,26;143596;13196,97;69984;4985,3;16513;1864,64;0;332,4;0;182;0;175,2;0;0;0;0;0;0;10;0;0;0
User-855;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:43;0;85651;3964,31;85646;3964,27;5;0,04;89253;5375,98;10;0,14;2228;97,64;0;1008,2;0;323,8;1;442,8;2;0;0;0;0;0;0;0;3;0
User-856;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:48;0;142503;16525,85;142500;16525,83;3;0,02;147819;18144,06;5;0,08;4175;455,81;0;348,6;0;167;0;195,2;0;0;0;0;0;0;0;0;21;0
User-857;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:59;0;217327;48698,38;35740;15604;181587;33094,38;219965;50668,26;181076;34432,75;1243;29;0;1014,8;0;459,8;0;252,2;2;0;0;0;0;0;0;0;33;0
